municipio,juros,salarios,terras,transporte
Melgaço,"À taxa usa) ¢ de 12%"" ao anno. | negocio dos sermgaes.","O trabalhador rural ganha 48000 diarios; um cozinheiro, 25000 diarios: não ha carpinteiros nem lavadeiras. Os","+ Estrangeiros--Naoha. Carepy, as quaes sao argillo-silicosas no centro do municipio sao AGUASsuperficiaesRiosJanguy.Laguna,ArapucucieMaparytodos silico-argillosas.Terras inferioresexistem em quantidade diminnta permanentes,Nao ha lagoas. na costa do AtlanticoNas baixadas dos rios Jaburu e Alto Mara ARVORES fructiferas-Bananeiras,assahyseiros,cajueiros,ctc,dando as cana.ha alguns pantanos. Sao no geral planas.Nao existem mellores:frnetas. carrascaes; os cerrados campos otcupan pequena parte do ALIMENTACAOda populacao-Alimenta-se malgeralmente de.carne secca unicipions.mattas virgens c capoeiras a maior parte. efarinhaaaguaepeixe. Prccos-Umhectarc de terra ba custa 1$200a5s00. CAMPOS.e pastosExistempoucoscampose.nelles predomina capim","Paga-se de cinco a 1o reis pelo transporte fluvial de um canarana.Nao ha campos hervados. CULTURAS-Nao ha culturadecspecie algumatratam exclusivamenteda 50.reis. extraceaoda borracha COLHElTAS-Naohaculuuras CEREAE$.ctc.-Naoha culturas. CANNAde assucar-Seus.productos-Umkilodeassucarcusta7ooris; um litro deaguardente,2$000na0 ha rapaduras. COOPERATIVAS-Naoha. CALOR e frio-O tenpo mais quente comeea um Jutho e o mais fresco emJaneiro.: CHUVAS-Comccamcm Janeiroe vaoateJunho CONDICOES de saudeda populacao=Precarias. CONTABILIDADE-Naoha. CRIACAOdo municipioNao ha criacao,os animaessao importados. +1 Custo dos animaes-Um cavallo de sella custa 300$000 c maisum boi decorte,170$000na0 ba outrosanimaes a venda. CarnesetoucinhoNaoha Manteigaequeijo-Nao ha Aves-Uma gallinha custa 5$000a duzia de ovos,1$200 A.0 Molestias-Communs. CUSF@ dos tecidos-Ometro de tecidos nacionaes ou estrangeiros custa de 5oo reisa 5sooo,conformea qualidade. ESTRADAS e pontes-Nao ha estradas de especie algumacxistindo apenas trilhoscu veredas.Os caminhos saoos mumerososrios c ascanoas os meiosdetransporte. EXPORTACAO e importacao-Exporta borracha,importa tudo que precisa ESCOLAS-Hauma cscolaprimaria FABRICAS-Naoha. FARINHA de mandioca e fcijao-Um litro de farinha de mandiocacusta 4oo reis nao ha feijao produzidono municipio, scndo todo importado. -71= -70="
Mocajuba,Não ha emprestimos.,"Orabalhadorrural ganha 4ocodiariosum cozinhciro,2$000 COOPERATIVAS-Naoha diariosnac ha.carpinteirosinem lawadeiras.Os salarios sao pagos","OualidadesFxistem terras boas.regulares e inferiorestodo CHUVAs-Comecam emJanciro w vao ate Junho, municipio e mais ou mcnos plano oarenoso. A vegetacno repre- CONDICOESdesaude da populacao=Hamnita gente pallida sentata por muita matta.virgem.capoeiras c poucos canposnao CONTABILIDADE-Naoha hacerrados mem cnrrascaes. Precos-Nao vendem as terras por metrobracas ou alqucires a CRlACA do municipioO.idcos e suideos.em pequea cscala base a rstradude seriugieras c csta formada por teo pes De bovidcos-Naoha Deequideos-Naoha. de scringueiras cada estralla.sendo vendida por 5oosooo, mais Deovideos-Communs. oummenos. Desuideos-Communs. TRANSFORTE-Oranorte da loacha custa5ois porkilo.ara a $ ProductosCame,couro e crtasOs prouctosdos suidcossao osmals cauitaldo.Estado. ptocurados. Custo dos aniaes=Nao ha criacao do cquideose boyideos, Carnes.c toucinho-Um kilode arnede porco ou de carneiro custa $200det0n0h2$0. Manteigac queijo-Nao ha AvesUmagallinha custa4Socoa duziarcovosSaoo Molestias--Communs. CUSTOdostecidos-Precosvariaveis e aros. 72=","O transporte de cereaes para a séde do municipio é feito ; pelos proprios productores; para a capital pagam 50 réis por um. kilo de cação ¢ Bo réis por um de borracha, R ===== PAGE 73 ===== é ft — Moju"
Mojú,Naohaemprestiunos. hervados.,"Um cozinheiro ganha s9Fovo mensacs; uma lavadeira, S0S00U, mensaes; um carpinteiro, 68000 diaries | ajnunistradores e-eserivães de fazenda tao ha; o salario do trabalhador rural, seja colono ou da é de 38000 a 48000 diarios. Os","QualidadesNomunicipio predominamasterras boasgeralmente CRIACAO do municipio-Gadoyaccum em pequena quantidade,suideos ovidcos.ctc.,sendomais importantes os suideas, sao planas e arenosas e mais ou menos misturadas cxistem tamben regularesinferiores calgumas argillosascpantanosas.Avegctacao Debovideos-Communs. representadapormuitasmattasvirgens,capocirascerrados, Deequideos--Communs. DeovideosCommuns. carrascacs.ccampos. Precos-Um hectarede terra boa custa de1$000 a1$e00.As terras DesuideosComnuns. particulares sao vendidas pela cxtensad enunerode scringuciros e Productos-Carne,couros,crias,ctc.os productosdossuideossao cacaueiros,variando o preco de oco para cada cstrada de os maisprocurados. Custo dos animacs-Um tavallo de selia custa 300$000 e mais de seringucira de 1oo pes,c para soo pesde cacao. 0a1ga200$00 naoha burrosdesella,carga ouarado","Otransporte de cercaes paraa sede do inunicipiofeito pelos proprios productorespara acapital pagam 5o reispor um um boi carreirg custa 40osooobois de cortenao haumtouro ctista 200$000uma vacca leiteira,produzindo cm mcaia dois litros kilo de cacao c 8o rcis por um de borracha. deleitediariamente,3oosoooumlitro de leite custagoo reis. Carnes etoucinho-Custa umkilode carne de vacca,1$300de porco,1$00de0a1ne110,1$500. Manteiga c queijo-Naofazemparanegocio. F.10 =.75-"
Monte Alegre,"Nao.fazememprestimos. ALIMENTACAO da populacao-A populacaoalimeuta-se de carne,peixe","SALAR1CSUm cozimhciro ganha 8osooo mensacsumalavadcira.50$00 mensaest tm carpintciro.6$000.dlinriosadministradoresc.cscrivaes cerencsy os precosde nda shoarroz20 250 reis o litro de fazenda nao hao salario do trabalhador rural, seja colono ou fcijao.20o a250rs liroco milho.t20 a18o res litro camarada de 3foo a $000 diariosOs salarios sao pagos os",Qualidades-Omunicipio&plano cm sua quasitotalidadefpossue vendidas a 1zo reis. com 1oo grammas de peso um litro dc .boas.regnlarcs einferiortsora arenosasou argillosasora aguardente 0usta1$000. mistradas.Avegelaean ercpresentadaporxtensas elallis simas mattasvirgens.capociraspor alguns campos c.cerrados COOPERATIVAS-Naoha. nasuhacarrascacs. CALOR e frio-O tempo maisquentecomesa emJulhoc o tnais ircse PrecosOsprecos das terrasparticulares sao muitovariaveisas em.Janeiro. do Estado sao vendidas segundo a tabella existente. CHuVAS-Comecam cm laneiro evao ateJulho,"Otransporte deumalqucirede cereaes com 36litros on outra mercadorla agricola. para o mercado local,custa 5oo ris. A ONDICOESdesaudedapopulacao-Regnlares CONTABILIDADE-NAoha NUCLEOS coloniaes-Ha a antiga colonia do Monte Aiegre, compostade hespanhoes.cnacionaes. sendo mais importantes os bovideos e equideos. PADROESde terras.boas-Cedro.pequia,acapu,ctc Debovideos-Communs. Deterrasinferiorcs-Tachyamarello,palmeirastucumans Decquideos-Communs. imbattbas.: De'ovideos=-Conmuns DestideosCommuns, AmazonasCurua,ete SEMENTES-Naoha cuidadonacolla Custodosanimaes-Um cavallode sclla custa de3$000a400$o00; SEMEADURA-Ascmeadura&praticada por processosprimitivosos ccreaes de carga,de 180$000 a 200$00na0 ha burros de sellade carga siosemeados de lanciro a Marco e de Agosto a Setembroa canna de 300$0 a450$000na0 ha animaes dearadoum boi carreiro c mandioca sao plantadas cm Janeiro e Pevereiro 0ustade200$000a300$000de01tede100$00a250$o00 mtouro custa de100$000 a 250$00umaya0ea lcitcira,produ metlsalidades, zindo na mdia de tres a cinco fitros de leite diarios custa de"
Montenegro,"Actaxa usual é de 12)"" annuaes, havendo poucas transacções","O trabalhador rural ganha4$000 diarios o cozinheiro,40$000 CALOR e frioOtempo maisquente come m Jutho e o mais fresc ncnsaeslavadeira.3esooomensaescarpinteiro.7Sooo diarios cnjanciro. Nao ha admimistradoresnem escrivaea de fazenda. Os salarios CHUNSComecam cmJaneiro cvioateJunho. sa pagose as contracos cumpridos.","Oualidades-Namaiar parte boase cm pequenaparteregulares CONDICOBS dc saudeda populacioSao fortesa cxcepcao dos quamoram migumas so arenosas e outras misturadasn parte.planas cem nos vallesdo Oyapock e Araguary. partemontanhosasalgumaspedregosas,utras pantanosas;sao, CRlACAO do muicipio-Criamunicamentehovidcossendo importados os paremcm sua naioria,cnxutas.A vegetacao representada por outros.animaes,snlvoos gllinaccos.qme tambe criam muita mattavirgem,capoeiras ccanpos naoha cerrados nem ProductosAcarne,quc tem hoa procura. earascaes. a1 Cnsto dosimacs-Ucavallo desella custade 30s000a400$000 Precos-Varia o prcco conforme o numerode seringuciras,assim de carga.200$000 ana vacenleiteira,produzindo cm media dc paga-sede 50soo a100osooo por cstada contendo1o pes. tres quatro litros de leite diariosde 60$000 a 1aoscooum touro","Paga-se por transporte2co reispor kilopara a capital. 2ogoonao ha leite vcndassim como tambem nao ha burros animas de arado e bois.carreiros. Manteiga e queijo-Nao hamatiteigao kilo.de qucijo custa 3$000. Aves==Lma gallinhacusta3So0oduziadevos,200, Molesfas-Conmumk. ETRADAS cpontes-Nao ha cstadas nem pontes.A conmunicacaoefeita pclostiosjamercionados. CRIACAO-Custo dos animacs-Um cavallo de sella custa 300$000 emaisde"
Muaná,"Naoha emprestimos CAl.OR cfrio-O tempo mais quente comeca emJulho e omais fresca MADElRAde leiAcapu,jarana,massaranduba,ccdro,pequia.louro,pao emjaneiro. ferroepaoamarello.",,Qualidades — O município possue erra” boas. regulares € poucas inferiores. A maior parte das,Os preços dos transpor tes são muitos variaveis: E. od iy ===== PAGE 83 ===== a da ai tL) Obidos
Obidos,"Nao ha prestamistas. MADElRASde leiAcapu.jacaranda.preciosa,louro e outras MlNAS-Naoha.",frabalhador ritral.2Sooodiarioscozinheiro.40$000mensaes fazenla.Os salariow sao pagos c os contractos cumpridos.,"Qualidades — Ha no municipio | Algumas são argillosas, outras misturadas, mas na maioria São arenosas. Ha","Para a Capital do Estado uma arroba de fumo ou de cerenes paga 18400 de frete. LE to do Estado, o preço varia de 5000 | Ai i E RR +: a ===== PAGE 89 ===== Oeiras"
Ourém,"Naoha, ouaguardente.",,"Qualidades - Ha no municipio terras boas, regulares e inferiores. Algumas sao argillosas, outras misturadas, mas na maioria sao arenosas. Os terrenos sao ora seccos, ora pedregosos, ora pantanosos. A vegetacao e representada por magnificas mattas virgens e campos, capoeiras e cerrados e pequena quantidade de carrascaes. Precos - Segundo regulamento do Estado, o preco varia de 1$000 a 1$200 por hectare.",Para a Capital do Estado uma arroba de fumo ou de cereaes paga 1$400 de frete.
Oeiras,"A taxa usual e de 12%"" ao anno, havendo raras transacções","Um trabalhador rural ganha 39009 diarios a secco; não Ha cosinheiros, nem lavadeiras; o carpinteiro ganha 75000) diarios, Não ha administradores, nem escrivães de fazenda. Os","Qualidades-Ha no municipio terras boas,regulares einferiores criadorespagam o imposto de exportacao. Algumas sao argillosas, outras misturadas,mas na maioria sao A maior queixa-Os agricultores das dificuldades em que vivem. Os criadoresqueixam-se das divcrsas molestias. chamada Narcisa. Os terrenos sao ora seccos,ora pedregososora Estrangeiros-Naoha. pantanosos. A vegetacao e representada por magnificas mattas AGUAS supcrficiaes-RiosOeiraseIbacu,ambospermanentes.Nao ha virgens e campos, capceiras e cerrados e pequena quantidade lagoas, decarraseaes, ARVORES fructiferasCupuassizeiros.goiabeiras.assahysciros,bananciras, Precos-Segundo regulanento do Estado,o preco varia de 1$000 etc.ttodas-ellasproduzem boas fructas a1$200 porhectare. ALIMENTACAO da populacaoAlimenta-se mal,de carne secca,peixe e","Para a Capital do Estadouma arroba de fumo ou de cereacs farinhad'agua paga$400def1ete. CAMPOSepastos=Naoha CULTURAS-Naoha culturas propriameute ditasoccupam-se samente com a industria.cxtractivada borracha. COLHEITAS-Naoha CEREAES.etc.Naoha. CANNAdeassucar-Seusproductos-O assucarimportado custa goo reis o kilolitro deaguardente importado custaS5ooNao ha rapaduras. COOPERATIVASNaoha. CALOR e frioO tempc tnais guente comeca emJunho e mais fresco emDezembro.: CHUVAS-Comecam cm Janeiroe vao ateJunho CONDlCOEs desaude da populacao=Precarias,devido ao paludismo CONTABILIDADE-NaOhR. CRlACAO do municipio-Muito estassa edepoucos animaes Custo dos animaes-Um cavallo de sella 0usta30$00 de carga, 2oosooo.bcs decoricde 17aooo a2ooco.Nao ha vaccas.nem lciteno municipio de Oeiras. Carnes e toucinho-Um kilo de carne de porco,vacca ou carneiro custa $500.Nao ha toucinho. Manteigaequcijo-Naoha. Aves-Uma gallinha custa 4$000uma duzia deovos,+$000 Molestias-Comuuns. CUSTOdos tecidosVaria o preco de 5ooTeis a4$000 o metro. ESTRADASe pontes-Nao ha cstradas.nem pontes,mas somente trilhos e veredas.A communicacao efeitapelcs rios. EXPORTACAO e importacao unico producto de exportacao ea borracha. Importa todos os generos de primeira necessidade. FsCOLAS-Haescolasprimarias FABRICAS-Naoha. P.12"
Ponta de Pedras,"Nao ha emprestimossob penhor agricolaos criadores pagam To aao anno,havendopoucastransaccocs AilNAS-Naoha. M@LESTIASdapopulacao-Febres palustres",Umtabalhador rural ganha 3$00p diariosascccomao ha COOPERATIVAS-Naoha cosinheiros.nem 1avade11as00a1p1nte110ganha$000d1a110s. CLORefrioAtemperatura poucovariaha duas cstacoes-uma sctca Naoha administradores.ncm escrivaesde fazenda.Os salarios de JunhoaDezembro-outra.cluvosa.deJaneiroalunho. sao pagos e os contractos cumpridos,"QualidadesHaalgumas terras boasnas margens do rio Maraj ssugralde parte regulares e alguas inferioresEmsua maioria 250$000umt0u100usta 200s000a300$000umaa00a1e1te11a sao planas c misturadas,algumas argillosas e pouco arenosus. A produzindo cm media diaria de dous a tres litros de leite custa vegetacio e representada pormatinscapoeiras cerradose campas de 100so00a 150$00,O litro de leite custa 200 reis. Precos-Uma cstrada com1o pcs de seringueirns custa Soooo a CRIACAOCarnes e toucinhoO kilode carme de vacea custa rS2oode porco, 1:000$000: carncirpoutoucinho,1Ssoo.","S&ha transportefuvial.nmitovariavelecaro, Manteiga equcijo-Nao ha para negocio. + Aves-Uma gallinha custa 3soooa duzia de ovos,1S5oo a 2Sooo. i Molestias-Febre aphtosa e quebrabunda,quee o mal de cadeiras no Sul ou trypanosomose equinaapplicam contra ellas remedios caseiros. CUSTO dos tecidos-=Tecidos nacionaes communs custam de 5oo reis a 8oo reiso metroestrangeiros communsde 8oo 1e1sa$300 ESTRADAS e pontesNao ha estradas,nem pontes,mas somente trilhas ou vcredas.cAs.communicacoes sao fcitaspclosrios. EXPORTACAO e importacao-Exporta gado vaccum,cm pe.Tmporta os gencrosdeprimeiranecessidade. ESCOLAS-Tem duasestaduaescduasmunicipaes. FABRICAS-Naoha FARINHA demandioca efeiao-Um litro defarinha deamandioca custa de 3oo rcisa 40o reiso preco.do feijaoemuitovariavel. HYPOTHECAS-Naoha. HABITACOES-Saoregularmentehygienicas INSTRUMENTOSagricolas-Foices.machados,tcrcados oufacoes."
Porto de Moz,"GeralmenteIoao anno.havendorarastransaccoes. faltade dados.Opreco dellesvaria confoune a qualdade e ctempo MADElRASde leiAcapuitauba,massaranduba,acarycoara,maparajuba, esao yendidosna sé de do municipio.Nao hafeiras. pequia,louro,pao amarello.paoroxo,ctc. CANNAde assucar-Seusproductos-Um kilodeassucarcusta sooreis;","Um trabalhador rural ganha 43000 diários; cozmbeiro, de 458000 à 30S000 mensdes , lavaderas, 4J0$0Co mensaes: carpinteiros, de GS000 a 83000 dixrios; não ha administradores nem escrivães de fazenda. Os","Qualidades — Ha muita terra boa € regular; e são geralmente arenosas. O municipio © ua a possuindo alguns terrenos; pantanosos, AY vegeta É por muita matta virgem, campos € algumas capoe Preços —O preço das","Para 0 mercado local, ao transporte fluvial p por kilo, ate a capital do Estado, jo é ===== PAGE 97 ===== Portel"
Portel,,"Ha camaradas jornaleiros, cozinheiros é Javadeiras, a preços variaveis ¢ em pequena quantidade; um carpinteiro E sS000 a 105000 diários; não ha administradores nem escrivães de | fazenda. Os","Qualidades — Ha terres boas, regulares e inferiores; | geralmente. Go grencsas. Todo o municipio é mais ou menos plano. A vegetação é representada por muita matta virgem e poucas capoeiras; n ão ha exrrascacs ¢ nem campos, Preços — O preço das","Pelo transporte de um k pagam 150 réis. a | nalguns sermgdessegundo o numero das se INqUe ras , AGA vo seringueiros custa de 5008000 lo de borracha da villa a) Balers: & ===== PAGE 99 ===== Prainha"
Prainha,Não ha emprestimos ao agricultores.,"O trabalhador rural ganha de 23000 4 48000 diários > co F ih cio, ZOS000 Nicisaes ; lavadeira, 208000 mensacs; carpinteiro, de 69 100 a 108000 diarios; administrador de fazenda, de 30$000 it 1008 mensses não ha escrivães de fazenda. (Us enlaeion: são pagos © 05 contrácios cumpridos. ake Ch | A Ciera ===== PAGE 101 ===== | Trabalhador rural, de 25000 | agricola — Diarias, mensalidades, é a 28500 diaries; cozinheiro, 308000: mensaes; lavadeira, 308000 mensats; carpinteiro, 5000 diarins; administrador de fazenda, de 307000 4 s0S000 mensaes; não ha escrivães de fazenda. Os","Qualidades-Ha terrasboas,regulares e inferioresgeralmente colheitas de rgoo c 1gro.Nao ha cultura de cafe,apezar de ser saoarencsasTodo o mnicipio.cmais ou menos plano.Avegetacao o terreno proprioparaessaplanta. erepresentada por muita mattavirgemc poucas capoeirasnao ha CEREAESctc.-O custo da produccao dos cereaesc difficil obter.por falta earrascacse nem campos, de dados pasitivos.O pouco milloque foi colhido vendido de Precos-O.preco dasterrasvaria scgundo o numerodassoringueiras wzc a I&o reis o litro,Saomercados compradoresSantarem e Belam nellascxistentcstcrrenoscom 1co seringueiros.custa de5oosooo CANNAde nssucar-Seus productos-Nao produz assucaruma rapadura a1ocosoco.mmalsoumcnos. de 25o grammas custa20 reisum litrodeaguardentede TRAsPORFE-Pelo transportedeum kilode borracha da vilia a Belem S001s21$000. pagam150reis. COOPERATIVASENaoha. i CALOR c frio-O tempo mais qucntecomeca emlulho c o mais fresco emaneiro. PO CHUVAS-Comccam cmJanciro e vao ateIunho CNDICOESdesaude da populacao-Soffriveis CONTABILIDADE-.Naoha CRIACAOdomunicipio-Criam bovideos.cguideos.caprinos esuideos.sendo de maior importancia os bovideos.cquidcos c suideos. Debovideos--Communs. i DecquideosComnuns. Deovideas-Comtns. De-suideos-Communs. Productos-Carne,couroecrias.todosprocurados. Custodosanimacs-Umcavallo de sclla custa de 200$00a.350$000 nao ha cavallos de carga ncm burrosde sella nem de carga e nem ninaesdearadoum boi 0a11e1100ustade250$000a 300$000 -101= QualidadesNogeraldeboa qualidadenasmargensdo nio Amazonasas terras sao argillosasnos camposaltosalguns pontos do interior sao arcnosasnas serras de Alto-Maior, Nazaretl leitecusta5ooT&is. lapuru.S.Roque e Parauacoara sao argillo-silicosasn estastcrras sao enxutas,bem como as dos campos as quc hcan proximas aos lagos saopantanosas em algumas serras ha terras pedregosas Manteiga e qucijo-Nao fazem manteiga para vendero kilo de e pedreiras.Ha muitaatta witgem,nlem de capoeiras.cerrados, qucijo 0ustas1$s00, carrascaesc.eanipos. Precos Uma estrada contendo 1oo pesde seringueiras custa de Molestias-Mal triste ebicheirascontra cllas empregam purgativos, S00$00a100f00,coniormc o preco da horracha. creolina,mercurio..etc.","Paraosmcrcadosfora do municipiovaria o precod6 CUSTO dos tccidos-O metro de tecidos uacionaes communs custa de tansporte conforme o exigir a Empreza de Navegacao c para 50o reis a+S50cstrangciros.deSooris 2$00. o nuereado localvaria.conformeadistaneia. ESTRADAS c ponfesNao ha cstradas nem pontesmas somente veredas ha uavegacao fluvial pelo porto da Prainha,os rios servindo de caminhos. EXPORTACAOe importagao-Exporta farinha,borracha,fumo,cacao e pirarucu(pcixcimportasfazendas,molhados,ferragens,ctc. ESCOLAS-Ha uma mixta do Estado c outra municipial.para o sexo masculino FABRICAS-Haua olariamasnao estacm actividade FARINHA de mandioca c fcijao -O litro de farinla de mandioca custa 20o reisofeijaouuitovarinvel HYPOTHECAS-Nao laimmoveislypothecados HABlTACOFS-Geralmcatesalubres. INSTRUMENTOSagricolas-Enxadas,pasfoices.tercados oufacocsctc TROSOsagricultoresnaofazem cmprestimos. MADmIRAS de lciCedro,itauba,acaptcopahybapequia,paracuhuba mirapamima,cte. MINAS-Dizem quccxistem minas de ouro no rio Paru c de carvao no C altoOuteirt. MOL.FSTIASdapopulagao-Fcbrespalustres Epragas das plantas cultivadasFornigas-sauvas,gue raramente saocombatidas.comformicida NCLEOscoloniaes-Nnoha.. OPEROSlDADEapopulacao-Maisoumenoslaloriosos PADROESde terras boas-Acapu.pirutheira,copahyba,ccdro,itauba,ete Deterrasinferiores-Thoumaseirosjaraneiras,cmbaubas,ete PORfOS-Havarios SEMENTES-Naoescolhem SEMEADURA-Efcita ruditnentarmentecomccam a somear cmJaneiro SYSTEMAde trabalho do pessoalagricolaDiarias.mensalidades cempreitadas contraetoscuitnpridos CR1ACAO-Productos-Carncscourosleiteeanimaesparacxportagao:"
Quatipurú,"Nan hacmprestimosaosagricultores CANNAde askucarSeusproductosNao haproduccaode assucaruma MADElRASde leiAcapujarana,pao amarelloassaranduba,codro,bacur rapaduradea56 graascusta1o0reislitré de aguardente piquia,mata-mata,tatajuua,paod'arcopaosantomarupa, 50areis. angelini.jatahy.ete, COOFERATIVASNEoha","Administrador de fazenda, de 30$000 a 50$000 mensaes; nao ha escrivães de fazenda. Os salarios sao pagos e os contractos cumpridos.","Qualidades - Em sua maior parte regulares, menos do que as boas. Sao geralmente argillo-silicosas. O municipio e plano e nao tem terras pedregosas; quasi todas as terras sao enxutas e poucas pantanosas situadas nas baixadas do lago Segredinho. A vegetacao e representada na maior parte por mattas virgens, capoeiras, campos e cerrados. Precos - Terras para lavouras de particulares sao vendidas a 10$000 o hectare; pelo Estado a 1$200.","Pagam 20 réis por kilo para transporte fluvial ou ferroviario, para maiores distancias; e para o mercado local, 10 réis."
Salinas,Não ha emprestimos 4 lavoura,"Trabalhadorrural.de2$00a=$500d1a110s0021nhe110,30$000 praductos. ensacslavadcira3somensaescarpinteiro,5$000d1a110s Estrangciras-Nao.ha administrador de fazenda,de 30$000 a 50$000 mensaesnao ha AGUASsuperficiacs-Rios:Urindeus,IrajaePirobastodospernaneutes. escrivaes de fazenda.Os sularios sao pagos e os contractos","Qualidades-Podem ser imais ou menos assim divididasboas,na seirossendoasfrtctasdestasarvoresas maisprocuradas. maior parte regulares, menas do que as boas.Sao geralmente ALIMENTACAOda populacao-Alimenta-se deavesdomesticas,peixe,caca e argilo-silicosas.O municipio e plano e nao tem terras pedregosas alguma caruedeporco. quasi todas as terras'sao enxutas c poucas pantonosas situadas nas CAMPOS c pastos-Nao ha campos naturaes nem artificiaes. baixadas do lago Segrcdinho.A vegetacaoe representadana tnaior CCLfURAS-Mandiocaefumosendoaprineiraamais importante parte por mattas virgensba capoeiras.campos e cerrades. COLHEITAS-Sao beneficiadasas colheitasdefuno emandioca por processos Precos-Terraspata lavourasde particulares.saovendidas a rosooo primitivos.Avenda e feita em Belem.Foi muito liminuta a 0h00ta1epe10Estad0a1$200. colheita de 1g e nem foi possivel obter dado algum sobre ella,","Pagam 2o reis por kilo para o transporte fluvial ou ferro Naoha:cafe. viario,para maiores distanciase para o mercado local,To reis CEREAES.ctc.-Naoha produceao decereaes,estessao importados a precos nuitovariaveis. CANNAdeassucar-Seus productos-Nao ha producao. CooPERATIVAsNaoha. CALOR frio-O tempo mais quente comeca em Julho e o mais fresco emJanciro. CHUVAS--Comecamcm laneiro eprolcugam-seateJumlio. CONDICOESde saude dapopulacaoBoas CONTABILIDADE-Naoha. CRIACAO domunicipioCriamapenas suideos e um ou.outro animal nais pois quasi todos sao importados. De.bovideos-Naohacriacao. Decquideos-Naohacriacao. Deovideos-Naoha. Desuideos--Cinimuns. Productos-A.carnedeporcoo producto.demais procura. Custo dos animaes-Nao commum haveraninaesa vendano mercado,a nao ser ua ou outra vaccade leite.importada,cujo preca e de 180$0 a 20oscooa media de produccao desta e de dois aquatro litros de leite Oleite nessas paragens nao ainda considerado como mercadoria commerciavel. Carnesc toucinho-Um kilo decarne 0usta$s00.e ode toucinho, d012001$500 Mantcigacqueijo-Nao ha. AvesUma gallinha custa de$800a2$5oo duziadeovos,dc 60001s$200. T:4 107="
Santarém,"fUROS-Nao ha enprestimosa 1avoura CAMPOS c pastos-Nao ha campos artificiacs,nasbaixadas que fommam os","SALARIQS-tnta1had11a1ganhade2$00d1a110mm Carnes e toucinho-Okila de carnedovaceacnstatSooodepiorco, inheirdedoa50soomenacslavadeirde3o e1$500t0u01nhd15 6ooomenesumcrpintero,deooo msdiaos Manteiga cqueljo=Naoha Nao haadninstrndores neneserivaes de iazenaaOssalatios hao Avea-Uma gallina csta de $000 a 3Soooa daiade ovode pagoh.coscontractmscumpridos","Lalidades-Asterrasanwgeralhoasiasqme.feam.nasmargen S Modestias.-Maltriste doAmazonas.cTapajozaolealluviaoetodesonnosinundaals CUSTOdostecidas=Te01d0sna010naesde4001e1an1$a00 omctto asterrasdistanlenleatisaaosiliesrgillosawnu misturadashandhs cstrangeiros comms,1SsooHahonsctabelecimentoscommer proximidades dos lagos.ou lngons de Vila Franca san pantanosas ciacs onde se cneontran teeidou finosa venda. nnailhas c terrenosdeailuviaooplkaasastemaisterrs ESTRADAS cpontes-Naolia.cstradas.apenascstreitos caminhosqueservem apresentamalgumasclevawoeseatepeucnasserras.prol.mawlo-se aoalavradores. de Sarem ate alemdo povondoAlter do Chao A vegetako EXPORTACAOcimporthcao-Expertaborrachacacu,castanhas.madeira, Tepresentadapormmttavirgemnataiorparre. cias,doces,fihra c pcqucascans.Importa generoalincnticios Prccos-tmhectaredeterraboa.rcruaopregoeSooa12oon, faendasferragens,ctc A exportacao de cacu 1gog foi de sendo terrasdos particularespois 0batadavendea$e000 hectare 36o.ookilosedeborracha,de g8s.oookilos. Mais conmentesaovendidaspelonunero deseringueiras. custandona ctrda com topesde StSocHooooo cstadoaec outras municipaes c um collegioda Prelatura TRANSfORfE-Varprecodetrasportcaomeradelonlcuundn FABRICAS-Hafabricasdegelrefrescoscdoceaserrariaae olarias distancia apereorrerOtrapotemmritino paraHele,custa de FARINlA dcmandiocn c feijaoO litro tefarinla de mandioca cuata,de 15. reiaporlitro.approximadanente 30040rescdefeijo.20or. HYPOTHECASHapoucas HAEITACOFSMais.ou menossalubres INSTRUMENTOSagricolas-Foiccsmachadoscnxadaseterdosetc, Alguns lavradores tem feito encomncnda de nrados","JUROS-Oscmprestimosofeitasa1oc12jamuacspelafirmaDiamantino RubberPlantation MADElRA5delaiAcapitncariquaraaariubajarana,cedropaodarco maaradubapaoamarclo,pioanto,mirapinimafrciJorge, jaearanda,jutahy,piquia,ctc. MlNAS.Nnoha. MOLFSTIASda populacao-Febrea palustres cm aigunslogares Fpragasdasplantascultivalas.Formigassadvas,combatidas rarammenteconmformicida. NUCLEOS coluniaes-Ha umoutrara.occupadopor norte.americanose hoje por-paciones, OPEROSIDADEdapopulacao-Centelaboriosa, CUSTO dostecidos-Ometro detecidonacionalcommum.cnstaso9a ooo"
