municipality,state,mun_hist,foundation_hist
eirunepe,am,"As penetrações no rio Juruá iniciaram-se com a procura do 'caucho' e de outras espécies de borracha, nas primeiras décadas do século XIX.Deve-se o povoamento de toda a região do Juruá principalmente à corrente imigratória oriunda do nordeste do país assolado por sucessivas secas. Cearenses, rio-grandenses do norte e paraibanos ali se fixaram nos seringais, depois de meado do século XIX.Em 1877, foi criado o distrito de Juruá abrangendo toda a região marginal do grande rio em território amazonense. Distrito criado com a denominação de São Felipe do Juruá, pela Lei Estadual n.º 33, de 04-11-1892, subordinado ao município de Tefé.Elevado à categoria de município com a denominação de São Felipe, pela Lei Estadual n.º 76, 08-09-1894, desmembrado do município de Tefé. Sede no atual distrito de São Felipe (ex-localidade). Constituído do distrito sede. Instalado em 11-08-1895.Pela Lei Estadual n.º 114, de 17-04-1895, transfere a sede do município São Felipe do Juruá para o lugar determinado Caranari.Pelo Decreto Estadual n.º 125, de 11-08-1896, a sede volta a denominar São Felipe.Em divisão administrativa referente ao ano de 1911, o município aparece constituído de 8 distritos: São Felipe (ex-Caranari), Havre, Salvinhas, Pixuns, Olivença, Sobral, Foz do Embira e Foz do Tejo.Nos quadros de apuração do recenseamento geral de 1-IX-1920, o município aparece constituído de 5 distritos: São Felipe, Acaraú, Liberdade, Foz do Embira e Rivaliza.Por Ato Estadual n.º 317, de 05-03-1931, o município de São Felipe tomou a denominação de João Pessoa.Em divisão administrativa referente ao ano de 1933, o município é constituído do distrito sede.Elevado à condição de cidade com a denominação de João Pessoa, pela Lei Estadual n.º 14, de 06-09-1935.Em divisões territoriais datadas de 31-XII-1936 e 31-XII-1937, o município já denominado João Pessoa é constituído do distrito sede.Pelo Decreto-lei Estadual n.º 1.186 de 31-12-1943, o município de João Pessoa teve sua denominação de alterada para Eirunepé.No quadro fixado para vigorar no período de 1939-1943, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 1-VII-1955.Pela Lei Estadual n.º 96, de 19-12-1955, foram criados os distritos de Envira e Ipixuna e anexados ao município de Eirunepé.Em divisão territorial datada de 1-VII-1960, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 2023. EIRUNEPÉ (AM). In: ENCICLOPÉDIA dos municípios brasileiros. Rio de Janeiro: IBGE, 1957. v. 14. p. 149-148. Disponível em: http://biblioteca.ibge.gov.br/visualizacao/livros/liv27295_14.pdf. Acesso em: 12 nov. 2024.",NA
envira,am,"A denominação do município originou-se do rio Envira, principal afluente do Tarauacá.Consta que entre os primitivos habitantes da região – Marauás, Canamaris, Catuquinas, Catauaixis e outros, havia uns índios anões cuja estatura de pouco mais de 1 m e outros que eram dotados de um apêndice caudal, à semelhança dos símios. Elevado à categoria de município e distrito com a denominação de Envira, pela Lei Estadual n.º 96, de 19-12-1955, desmembrado do município de Caruari. Sede no atual distrito de Envira ex-povoado de Aracati do Norte. Constituído do distrito sede. Instalado em -1-03-1956.Em divisão territorial datada de 1-VII-1960, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 2009. Prefeitura Municipal.",NA
fonte-boa,am,"Taracoatéua ou Taracuariba, aldeia dos índios Omáguas, foi o primeiro núcleo de povoamento da atual cidade de Fonte Boa. Nessa aldeia, nos fins do século XVII, o jesuíta Samuel Fritz, fundou a missão religiosa denominada Nossa Senhora de Guadalupe.Poucos anos após a fundação da missão, a aldeia foi destruída pelos espanhóis e restaurada mais tarde pelos portuguesesEm 1759, a aldeia de Taracoatéua ou Taracuariba, foi elevada à categoria de Lugar, com a denominação de Fonte Boa. Freguesia criada com a denominação de Nossa Senhora de Guadalupe, pela Lei Provincial n.º 92, de 06-11-1858Pela Lei n.º 251, de 22-04-1873, a freguesia foi transferida para o lugar Barreiras de Fonte Boa.Elevada á categoria de vila com a denominação de Fonte Boa pelo Decreto n.º 92, de 28-03-1891, desmembradas do município de Tefé.Em divisão administrativa referente ao ano de 1933, a vila o município aparece constituído de 3 distritos: Fonte Boa, Rio Jutaí e Uará.Nos quadros de apuração recenseamento geral de 1-IX-1920, a vila aparece constituída 5 distritos: Fonte Boa, Cururema, Foz do Jutaí, Paraíso e Uará.Em divisão administrativa referente ao ano de 1933, a vila aparece constituído do distrito sede.Assim permanecendo em divisões territoriais datadas de 31-XII-1936 e 31-XII-1937.Elevado à condição de vila com a denominação de Fonte Boa, pelo Decreto-lei Estadual n.º 68, de 31-03-1938.No quadro fixado para vigorar no período de 1939-1943, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 1-VII-1955.Pela Lei Estadual n.º 96, de 19-12-1955, o município de Fonte Boa perdeu parte de seu território para constituir o novo Jutaí.Em divisão territorial datada de 1-VII-1960, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 2009. Biblioteca virtual do Amazonas. 2012. Disponível em : www.bv.am.gov.br/portal/conteudo/municípios. Acesso em: mar. 2012.",NA
guajara,am,"Guajará foi criada à margem esquerda do rio Juruá, em terras do 'Seringal Príncipe', de propriedade do Senhor Said Badarani. Pertencia ao município de Ipixuna. Elevado à categoria de município e distrito com a denominação de Guajará, pelo Decreto Estadual n.º 1.831, de 30-12-1987, desmembrado do município de Ipixuna. Constituído do distrito sede. Instalado em 01-01-1989.Em divisão territorial datada de 31-XII-1968, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 2023. GUAJARÁ (AM). In: ENCICLOPÉDIA dos municípios brasileiros. Rio de Janeiro: IBGE, 1957. v. 21. p. 163. Disponível em: http://biblioteca.ibge.gov.br/visualizacao/livros/liv27295_21.pdf. Acesso em: 14 mar. 2025.",NA
humaita,am,"Os primeiros habitantes do lugar foram os índios que viviam em economia de subsistência.  As principais etnias viviam às margens do Rio Maici (Torá) Rio Marmelo (Tenharim) e Rio Madeira (Parintintin, Pama, Arara e Mura).O comerciante José Francisco Monteiro foi um dos primeiros colonizadores que em busca de riquezas, se interessou em ficar definitivamente na região. Ele chegou em 15 de maio de 1869 e instalou-se num lugar chamado Pasto Grande onde era a Sede da Freguesia de São Francisco, no Rio Preto, próximo à atual cidade.Devido a ataques constantes dos índios, em 1888, a sede da Freguesia foi transferida para o lugar onde hoje está a cidade de Humaitá, com o nome Freguesia de Nossa Senhora da Conceição do Beem de Humaitá.O topônimo Humaitá é de origem indígena e seu significado é: Hu = negro, ma = agora e itá = pedra = a pedra agora é negra. Distrito criado com a denominação de São Francisco do Rio Madeira, pela Lei n.º 686, de 02-06-1885, subordinado ao município de Manicoré.Pela Lei n.º 790, de 13-11-1888, transfere a de do distrito para o lugar Humaitá, conservando esta denominação.Elevado à categoria de vila com a denominação de Humaitá, pelo Decreto n.º 31, de 04-02-1890, desmembrada do município de Manicoré.  Mantido como município pela Lei n.º 33, de 04-11-1892.De acordo com o Decreto n.º 95-A de 10 de abril de 1891, assinado pelo Governador Eduardo Ribeiro, foi criado a Comarca de Humaitá. Em outubro de 1894, Humaitá é elevada à categoria de cidade.Elevado à condição de cidade com a denominação de Humaitá, pela Lei Estadual n.º 90, de 04-10-1894.Em divisão administrativa referente ao ano de 1911, o município é constituído de 5 distritos: Humaitá, Cavalcante, Lago Cunitiá e Santo Antônio e Três Casas.Nos quadros de apuração do recenseamento geral de 1-IX-1920, o município aparece  constituído de 5 distritos: Humaitá, Foz do Rio Javari, Mirari, Missão de São Francisco e Três Casas.Em divisão administrativa referente ao ano de 1933, o município aparece constituído do distrito sede.Assim permanecendo em divisões territoriais datadas de 31-XII-1936 e 31-XII-1937.Pela Lei Estadual n.º 176, de 01-12-1938, é criado o distrito de Calama e anexado ao município de Humaitá.No quadro fixado para vigorar no período de 1939-1943, o município é constituído de 2 distritos: Humaitá e Calama.Pelo Decreto-lei Federal n.º 6550, de 31-05-1944, transfere o distrito do município de Humaitá para Porto Velho, do Território Federal do Guaporé.Em divisão territorial datada de 1-VII-1960, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 2009. Humaitá (AM). Prefeitura. 2012. Disponível em:http://www.pmhumaita.com.br. Acesso em: jan. 2012.",NA
ipixuna,am,"Em meados do século XIX dá-se a fixação de estrangeiros no território atual do município.Em 1857, João da Cunha sobe o grande rio até a foz do Juruá-Mirim. Em 1877, têm-se notícias fixação de cearenses no rio Juruá. Em 1883, ocorre o povoamento de Riozinho (localizado no centro do atual município) por Arthur Marques de Menezes.O significado do nome do município veio do rio Ipixuna, um dos principais afluentes do Juruá. Ipixuna, em língua indígena, significa água escura, denominação que lhe foi dada pelos índios Catuquinas, Curinas e Canamaus. Elevado à categoria de município é distrito com a denominação de Ipixuna, pela Lei Estadual n.º 96, de 19-12-1955, desmembrado do município de Eirunepé. Sede no atual distrito de Ipixuna (ex-povoado de Guarujá). Constituído do distrito sede. Instalado em 18-02-1956.Em divisão territorial datada 1-VII-1960, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 2023. IPIXUNA (AM). Prefeitura. Disponível em: https://ipixuna.am.gov.br/o-municipio/historia/. Acesso em: 14 mar. 2025.",NA
iranduba,am,"As origens do município se prendem a Manaus.Com o auge da era da borracha, a capital do estado conheceu época de grande prosperidade na última década do século XIX.Passado esse auge, Manaus experimentou um período de estagnação e até retrocesso. Com a implantação da Zona Franca e do Distrito Industrial, reativou-se a economia do município, florescendo em sua periferia vários núcleos populacionais, tendo entre eles  Iranduba, que sobretudo a partir de 1976, veio recebendo consideráveis melhoramentos urbanos. Elevado à categoria de município com a denominação de Iranduba, pela Emenda Constitucional n.º 12, de 10-02-1981 (Art. 2º - disposições gerais transitórias), delimitado pelo Decreto Estadual n.º 6.158, desmembrado dos municípios de Manacapuru e Manus. Sede no atual distrito Iranduba. Instalado em 31-01-1983Em divisão territorial datada de 1988, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 2005.Em divisão territorial datada de 2007, o município é constituído de 5 distritos: Ariaú, Cacau Pirêra, Lago Limão e Paricatuba.Assim permanecendo em divisão territorial datada de 2009. Biblioteca Virtual do Amazonas. 2012. Disponível em: www.bv.am.gov.br/portal/conteudo/municipios. Acesso em: abr. 2012.",NA
itacoatiara,am,"Na foz do rio Muturá, afluente do rio Madeira, Ferreira João Sampaio fundou, nos meados do século XVIII, o primeiro núcleo de povoamento organizado em território do atual município de Itacoatiara.Os índios Muras, todavia, não permitiram o desenvolvimento da aldeia recém-fundada, atacando-a várias vezes e forçando a retirada de seus habitantes para o rio Canumã, onde estes se instalaram. Porém, mesmo ali, esses índios vão ao seu encalço obrigando-os a nova retirada, dessa vez para o rio Abacaxis.O topônimo Itacoatiara, na língua Tupi-Guarani, significa pedra pintada. Foi dada essa denominação ao local, em conseqüência da existência de inscrições gravadas em algumas pedras no rio defronte à atual cidade. Elevada à categoria de vila e distrito com a denominação de Serpa, em 1759.Em 1833 é suprimido o nome de Vila, passando Serpa a freguesia ou colégio eleitoral, dependendo do termo da Vila de Manaus e sob a invocação de Nossa Senhora do Rosário de Serpa.O Município de Itacoatiara foi criado pela Lei n.º. 74 de 10 de dezembro de 1857. Mas no ano de 1858, outra vez é erigida em vila, com o nome de Nossa Senhora do Rosário de Serpa.Em 27.11.1871, pelo Decreto Imperial n.º. 5.146, é criado o termo judiciário de Serpa.Em 10.02.1872, através do Decreto Imperial nº. 5.210, o termo judiciário de Serpa é reunido ao de Silves.Elevada à condição de cidade com a denominação de Itacoatiara, pela Lei Provincial n.º 283, de 25-04-1874.Em 25.04.1876, é criada a comarca que se instala em 11.09.1896.Em 28.11.1830, pelo Ato Estadual n.º. 45, o município de Urucará é anexado ao de Itacoatiara.Pela Lei n.° 33, de 04-11-1892, é confirmada a criação do município de Itacoatiara (ex-Serpa).Pela Lei Municipal n.º 50, de 19-10-1902, é confirmada a Lei de criação do distrito de  Itacoatiara. A Lei acima citada criaram os distritos de Amatari, Apipica, Costa do Ariri, Iuauassu, Ilha do Soriano, Iranduba, Paraná de Serpa, Quirimiri, São Pantaleão, Tabocal, Paraná de Serpa e anexando ao município de Itacoatiara.Em divisão administrativa referente ao ano de 1933, o município é constituído de 12 distritos: Itacoatiara, Amatari, Apipica, Costa do Ariri, Iuauassu, Ilha do Soriano, Iranduba, Paraná de Serpa, Quirimiri, São Pantaleão, Tabocal, Paraná de Serpa.Nos quadros de apuração do Recenseamento Geral 1-IX-1920, o município é constituído de 9 distritos: Itacoatiara, Amatari, Apipica, Caapiranga, Castelo, Cururuzinho, Iuauassu, Lago do Soares e Piratininga.Em divisão administrativa referente ao ano de 1933, o município é constituído do distrito sede.Assim permanecendo em divisões territoriais datadas de 31-XII-1936 e 31-XUII-1937.Pela Lei Estadual n.º 176, de 01-12-1938, foram criados os distritos de Amatari, Ambrósio Aires e Muritinga e anexados ao município de Itacoatiara.No quadro fixado para vigorar no período de 1939-1943, o município é constituído de 4 distritos: Itacoatiara, Amatari, Ambrósio Aires e Muritinga.Assim permanecendo em divisão territorial datada de 1-VII-1955.Pela Lei Estadual n.º 96, de 19-12-1955, desmembra do município de Itacoatiara os distritos de Ambrósio Aires e Murutinga, parra constituir o novo município de Autazes e parte do distrito sede do município Itacoatiara, para formar o novo município de Nova Olinda do Norte.Em divisão territorial datada de 1-VII-1960, o município é constituído de 2 distritos: Itacoatiara e Amatari.Assim permanecendo em divisão territorial datada de 2009. Biblioteca Virtual do Amazonas. 2012. Disponível em: www.bv.am.gov.br/portal/conteudo/municipios. Acesso em: abr. 2012.",NA
itamarati,am,"A história do município se prende à de Carauari, cujas origens remontam à de Tefé. Este último chegou a constituir município com área de 500.000 km² em meados do século XIX. Posteriormente, vieram se processando vários desmembramentos de território, dando origem a municípios autônomos. Em 10-12-1981, pela Emenda Constitucional n.º 12, cria-se a vila de Itamarati com outros territórios pertencentes a Carauari, acrescidos de áreas adjacentes até então pertencentes a Tapauá.Elevado á categoria de município com a denominação de Anamã, pela Emenda Constitucional n.º 12, de 10-02-1981 (Art. 2º - Disposições Gerais Transitórias), delimitado pelo Decreto Estadual n.º 6.158, desmembrado dos municípios de Caruari e Tapauá. Sede no atual distrito Itamarati. Instalado em 31-01-1983.Em divisão territorial datada de 1988, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 2023. ITAMARATI (AM). Prefeitura. [200?].",NA
itapiranga,am,"Primeira sede do município de Itapiranga, Silves foi o primeiro núcleo europeu criado em território do atual estado do Amazonas. O povoamento da região tem seu marco inicial na fundação da Missão do Saracá por Frei Raimundo, da Ordem das Mercês, em 1660.Habitavam na região os índios Caboquenas, Buruburus e Guanavenas. Em 1663, próximo ao rio Urubu, lutas são travadas entre os colonizadores portugueses e os indígenas.A denominação de Saracá dada à missão por seu fundador, originou-se no lago em cujo centro se encontra a ilha de Silves ou de Saracá, onde se instalara a missão. Freguesia criada com denominação de Santana de Saracá, em 1663.Em 1759, a aldeia de Saracá é elevada à Vila com a denominação de Silves.Em 1833, o município de Silves e outras localidades perdem a categoria de vila. Restaurada com a mesma denominação, pela Resolução n.º 4, de 21-10-1852. Instalada em 14-03-1853.Em divisão administrativa referente ao ano de 1911, o município é constituído do distrito sede.Em 25-03-1922, pela Lei Estadual n.º 1.138, a sede do município é transferida para Itapiranga, sendo este povoado elevado à Vila.Pela Lei Estadual n.º 1.138, de 25-03-1925, é elevada à categoria de vila o povoado de Itapiranga, mudando à sede da vila, ficando Silves à condição de povoado.Pelo Decreto n.º 23, de 27-02-1925, é alterada a sede novamente para Silves,Pelo Ato n.º 45, de 28-11-1930, foi anexado ao município de Itacoatiara.Elevada à categoria de vila com a denominação de Itapiranga, pelo Ato nº 354, de 20-03-1931.Pelo Ato n.º 33, de 14-09-1931, é anexado o município de Silves a Itacoatiara, na qualidade de delegacia municipal.Em 1935, com a reconstitucionalização do estado, Silves volta a ser município autônomo.Em divisões territoriais datadas 31-XII-1936 e 31-XII-1937, Silves tem sede em Itapiranga.Em 31-03-1938, pelo Decreto-lei n.º 68, o município de Silves passou a denominar-se Itapiranga.Pelo Decreto-lei n.º 176, de 1º de dezembro de 1938, é criado o distrito de Silves, passando então o município de Itapiranga a Silves.No quadro fixado para vigorar no período de 1939-1943, o município é constituído de 2 distritos: Itapiranga e Silves.Assim permanecendo em divisão territorial datada de 1-VII-1955.Pela Lei n.º 117, de 29-12-1956, é desmembrado do município de Itapiranga o distrito de Silves. Elevado novamente à categoria de município.Em divisão territorial datada de 1-VII-1960, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 2012. ITAPIRANGA (AM). Biblioteca Virtual do Amazonas. 2012. Disponível em www.bv.am.gov.br/portal/conteudo/municipios. Acesso em abr. 2012.",NA
japura,am,"O município de Japurá é atravessado de um extremo a outro pelo rio Japurá, afluente do rio Solimões, um dos mais importantes do estado. O Japurá, principal via de acesso ao município ao qual empresta o nome, foi um dos primeiros rios amazonenses a ser penetrado.A história do município remonta ao período de 1764-68, quando são fundadas na região, por Tinoco Valente, as aldeias de São Matias, Santo Antônio do Mapiri e São Joaquim do Macapiri.O Japurá foi outrora habitado por numerosas tribos de índios, estando hoje quase deserto. Elevado à categoria de município e distrito com a denominação de Japurá, pela Lei Estadual n.º 96, de 19-12-1955, desmembrado do município de Tefé, com terras desmembradas do distrito de Maraã. Sede no atual distrito de Japurá (ex-povoado de Vila Bitencourt). Constituído do distrito sede. Instalado em 25-01-1956.Em divisão territorial datada de 1-VII-1960, o município é constituído do distrito sede.Em divisão territorial de 2017, o município é constituído de 2 distritos: Japurá e Vila Bitencourt.Assim permanecendo em divisão territorial datada de 2023. JAPURÁ (AM). Biblioteca Virtual do Amazonas. 2012. Disponível em www.bv.am.gov.br/portal/conteudo/municipios. Acesso em abr. 2012.",NA
jurua,am,"Em fins do século XVII é fundada a Aldeia de Tefé, que após a expulsão dos espanhóis e consolidação definitiva do domínio português sobre a região, se transforma em sede de um município de 500.000 Km².Em 1857, João da Cunha Ferreira, a serviço do Governador Tenreiro Aranha, subiu o grande rio até a foz do Juruá-Mirim. A partir daí, as penetrações foram se processando com maior frequência. A aventura da borracha atraiu para o grande rio os nordestinos que fugiam da seca, sendo eles os pioneiros do povoamento do Juruá.Habitavam primitivamente a região, hoje território do município de Juruá, os índios Meneruás, Maranás, Canamaris, Catuquinas, Catauixis e outros.A denominação do município provém do rio de igual nome, que corta o município de um extremo a outro, na direção Sul-Norte. O vocábulo Juruá vem de Iuruá que significa em guarani “rio de boca larga”. Elevado à categoria de município e distrito com a denominação de Juruá, pela Lei Estadual n.º 96, de 19-12-1955, desmembrado do município de Carauari. Sede no atual distrito de Juruá (ex-povoado de Parnaguá). Constituído do distrito sede. Instalado em 31-01-1956.Em divisão territorial datada de 1-VII-1960, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 2023. JURUÁ (AM). Biblioteca Virtual do Amazonas. 2012. Disponível em www.bv.am.gov.br/portal/conteudo/municipios.  Acesso em abr. 2012.",NA
jutai,am,"Habitavam primitivamente a região, hoje compreendida no município de Jutaí, os índios Catuquinas, Marauás, Ariaceus e outros.As origens do município remontam ao século XVII, quando o jesuíta Samuel Fritz fundou a aldeia de Tefé.A região foi posteriormente objeto de disputa entre espanhóis e portugueses, vencendo estes, em fins do século XVIII.Elevado a município, Tefé em meados do século XIX chega a ter uma área de 500.000 km². Posteriormente, ocorreram vários desmembramentos, dando origem a vários municípios, entre os quais em 1891, o de Fonte Boa.O topônimo é em homenagem ao rio Jutaí. Em 1928, este município torna-se sede de comarca.Elevado à categoria de município e distrito com a denominação de Jutaí, pela Lei Estadual n.º 96, de 19-12-1955, desmembrado do município de Fonte Boa. Sede no atual distrito de Jutaí (ex-povoado de Boa Vista). Constituído do distrito sede. Instalado em 11-04-1956.Em divisão territorial datada de 1-VII-1960, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 2009. Biblioteca Virtual do Amazonas. 2012. Disponível em: www.bv.am.gov.br/portal/conteudo/municipios. Acesso em: abr. 2012.",NA
labrea,am,"O Dicionário Geográfico do Brasil”, de Moreira Pinto, consigna em 1852 o conhecimento do rio Purus por alguns coletores de drogas.Em meados do século XIX ocorre a visita de João Cunha Correa, vulgo João Cametá, à região do rio Purus.Em 1852, parte de Manaus a expedição de Tenreiro Aranha, com o objetivo de encontrar ligação, através das Campinas, entre os rios Purus e Madeira.Em 1854, Frei Pedro Coriana fundou no rio Purus uma missão de índios, sob o nome de São Luís Gonzaga, com índios Muras, Cauinicis, Mamurus, Jamadis, Purupurus.Em 1861, também com o objetivo de encontrar comunicação entre os rios Purus e Madeira, é organizada outra expedição, chefiada por Manuel Urbano da Encarnação.Em 1869, chega à região a primeira leva de cearenses, chefiada por João Gabriel de Carvalho e Melo.Em dezembro de 1871, chega a maior leva de maranhenses, sob o comando do Coronel Antônio Rodrigues Pereira Labre, instalando-se às margens do rio Purus, na terra firme de Amaciari, que passa a denominar-se Lábrea. Em 1874 é criado o distrito de paz de Lábrea.Em 1881, a freguesia é elevada à categoria de vila. Em 22.05.1883, é criada a comarca do rio Purus, com sede em Lábrea.Em 1890, pelo Decreto Estadual n.º 67 é desmembrado de Lábrea o território que formou o município de Boca do Acre.Em 1896, Lábrea sofre outro desmembramento territorial, desta vez para construir o município de Canutama.Em 1894, Lábrea é elevada à categoria de cidade.Distrito criado com a denominação de Nossa Senhora de Nazaré do Ituxi, pela Lei Provincial n.º 265, de 15-05-1873.Elevada à categoria de vila com a denominação de Lábrea, pela Lei Provincial n.º 523, de 14-05-1881, desmembrada do município de Manaus. Sede na atual vila de Lábrea. Instalada em 07-03-1886.Elevada à condição de cidade com a denominação de Lábrea, pela Lei Estadual n.º 97, de 11-10-1894.Em divisão administrativa referente ao ano de 1911, o município é constituído do distrito sede.Nos quadros de apuração do recenseamento geral de 1-IX-1920, o município é constituído de 9 distritos: Lábrea, Providência Cachoeira, Guicia, Caçadua, Vera Cruz, Boca do Inauini, Xingu e Fortaleza.Em divisão administrativa referente ao ano de 1933, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datadas de 1-VII-1955.Pela Lei Estadual n.º 96, de 10-12-1955, o município perdeu parte do seu território para criação dos municípios de Ituxi e Pauini.Pela Lei Estadual n.º 117, de 29-12-1956, o município de Ituxi foi extinto, sendo sua área anexada ao distrito sede do município de Labrea.Pela Lei Estadual n.º 26, de 28-11-1957, é criado o distrito de Fortaleza do Ituxi e anexado ao município de Labrea.Em divisão territorial datada de 1-VII-1960, o município é constituído de 2 distritos: Labrea e Fortaleza do Ituxi.Assim permanecendo em divisão territorial datada de 31-XII-1968.Pela Lei Estadual n.º 1.012, de 31-12-1970, é extinto o distrito de Fortaleza do Ituxi, sendo seu território anexado ao distrito sede do município de Labrea.Em divisão territorial datada de 1-I-1979, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 2009. Biblioteca Virtual do Amazonas. 2012. Disponível em: www.bv.am.gov.br/portal/conteudo/municipios. Acesso em: abr. 2012.",NA
manacapuru,am,"A cidade de Manacapuru, fundada em 15/02/1786, originou-se de uma aldeia de índios muras, cuja pacificação teria ocorrido em 1785.Nessa época existia, à margem do rio Solimões, pouco abaixo da foz do Manacapuru,  uma Feitoria de Pesca denominada Caldeirão, cuja produção abastecia a  guarnição militar sediada em Barcelos,  sede da Capitania.Em 1894, pela Lei Estadual n.º 83, Manacapuru é elevada à categoria de Vila e é criado o município, desmembrado do município de Manaus. A Lei n.° 148, de 12 de agosto de 1865, criou a Freguesia de Nossa Senhora de Nazaré de Manacapuru, com sede na povoação de Manacapuru.Elevado à categoria de vila, com a denominação de Manacapuru, pela Lei Estadual n.º 83, de 27-09-1894, foi desmembrada do município de Manaus. Instalado em 16-06-1895.A Comarca de Manacapuru foi criada pela Lei n.° 354, de 10 de setembro de 1901. Em divisão administrativa referente ao ano de 1911, o município aparece constituído de 13 distritos: Manacapuru, Aiapuá, Arara, Beruri, Caapiranga, Campina, Conceição de Manacapuru, Guajaratuba, Jaitenga, Manaquiri, Mundurucus,  Paratari e Tamanduá.Nos quadros de apuração do recenseamento geral de 1-IX-1920 o município aparece constituído de 5 distritos: Manacapuru, Aiapuá, Campinas,  Manaquiri, Terra Preta.Por força da Lei n.° 1.126, de 5 de novembro de 1921, foi extinta a comarca de Manacapuru e restabelecida no ano seguinte, conforme Lei n.° 1 133, de 7 de fevereiro.Elevada à condição de cidade, com a denominação de Manacapuru, pelo Ato Estadual n.º 1.639, de 16-07-1932.Pelo Decreto-lei Estadual n.º 176, de 01-12-1938, foram criados os distritos de Caapiranga e Beruri e anexados ao município de Manacapuru.No quadro fixado apara vigorar no período de 1939 a 1943 o município é constituído de 3 distritos: Manacapuru, Beruri  e Caapiranga. Assim permanecendo em divisão territorial datada de 1-VII-1955.Pela Lei Municipal n.º 14, de 07-6-1957, é criado o distrito de Vila Rica e anexado ao município de Manacapuru.  De acordo com a divisão administrativa vigente em dezembro de 1959 compõem o município três distritos: Manacapuru, Beruri e Caapinanga.Em divisão territorial datada de 1-VII-1960 o município é constituído de 4 distritos: Manacapuru, Beruri, Caapiranga e Vila Rica.Pela Lei Estadual n.º 1, de 12-04-1961, é desmembrado do município de Manacapuru o distrito de Beruri, elevado à categoria de município.Pela Lei Estadual n.º 7, de 09-04-1963, são desmembrados do município de Manacapuru os distritos de Caapiranga e Vila Rica, elevados à categoria de município.Em divisão territorial datada de 31-XII-1968, o município é constituído do distrito sede. Assim permanecendo em divisão territorial datada de 2014. Manaus (AM). Biblioteca Virtual do Amazonas.  2015. Disponível em: http://www.bv.am.gov.br/portal/conteudo/municipios/manacapuru.php. Acesso em: jul. 2015.",NA
manaquiri,am,"As origens do município se prendem as do Careiro. O povoamento da região ganha impulso a partir de 1877, quando para ali afluem grandes levas de nordestinos, especialmente de cearenses. Em 1938, com o desenvolvimento local, é criado o distrito de Careiro como parte do município de Manaus. Elevado à categoria de município com a denominação de Manaquiri, pela Emenda Constitucional n.º 12, de 10-02-1981 (Art. 2º - Disposições Gerais Transitórias), delimitado pelo Decreto Estadual n.º 6.158, de 25-02-1982, desmembrado dos municípios de Borba, Careiro e Manacapuru. Sede no atual distrito Manaquiri. Instalado em 31-01-1983.Em divisão territorial datada de 1988, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 2023. MANAQUIRI (AM). Prefeitura. Disponível em: https://manaquiri.am.gov.br/. Acesso em: 14 mar. 2025.",NA
